code,chinese_name,english_name
M14.639,未明示側性腕部Charcot氏關節,"Charcot's joint, unspecified wrist"
M14.64,手部Charcot氏關節,"Charcot's joint, hand"
M14.641,右側手部Charcot氏關節,"Charcot's joint, right hand"
M14.642,左側手部Charcot氏關節,"Charcot's joint, left hand"
M14.649,未明示側性手部Charcot氏關節,"Charcot's joint, unspecified hand"
M14.65,髖部Charcot氏關節,"Charcot's joint, hip"
M14.651,右側髖部Charcot氏關節,"Charcot's joint, right hip"
M14.652,左側髖部Charcot氏關節,"Charcot's joint, left hip"
M14.659,未明示側性髖部Charcot氏關節,"Charcot's joint, unspecified hip"
M14.66,膝部Charcot氏關節,"Charcot's joint, knee"
M14.661,右側膝部Charcot氏關節,"Charcot's joint, right knee"
M14.662,左側膝部Charcot氏關節,"Charcot's joint, left knee"
M14.669,未明示側性膝部Charcot氏關節,"Charcot's joint, unspecified knee"
M14.67,踝部及足部Charcot氏關節,"Charcot's joint, ankle and foot"
M14.671,右側踝部及足部Charcot氏關節,"Charcot's joint, right ankle and foot"
M14.672,左側踝部及足部Charcot氏關節,"Charcot's joint, left ankle and foot"
M14.679,未明示側性踝部及足部Charcot氏關節,"Charcot's joint, unspecified ankle and foot"
M14.68,脊椎Charcot氏關節,"Charcot's joint, vertebrae"
M14.69,多處部位Charcot氏關節,"Charcot's joint, multiple sites"
M14.8,歸類於他處其他特定疾病所致之關節病變,Arthropathies in other specified diseases classified elsewhere
M14.80,未明示部位歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified site"
M14.81,肩部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, shoulder"
M14.811,右側肩部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right shoulder"
M14.812,左側肩部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left shoulder"
M14.819,未明示側性肩部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified shoulder"
M14.82,肘部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, elbow"
M14.821,右側肘部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right elbow"
M14.822,左側肘部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left elbow"
M14.829,未明示側性肘部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified elbow"
M14.83,腕部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, wrist"
M14.831,右側腕部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right wrist"
M14.832,左側腕部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left wrist"
M14.839,未明示側性腕部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified wrist"
M14.84,手部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, hand"
M14.841,右側手部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right hand"
M14.842,左側手部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left hand"
M14.849,未明示側性手部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified hand"
M14.85,髖部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, hip"
M14.851,右側髖部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right hip"
M14.852,左側髖部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left hip"
M14.859,未明示側性髖部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified hip"
M14.86,膝部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, knee"
M14.861,右側膝部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right knee"
M14.862,左側膝部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left knee"
M14.869,未明示側性膝部，歸類於他處其他特定疾病所致的關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified knee"
M14.87,踝部及足部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, ankle and foot"
M14.871,右側踝部及足部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, right ankle and foot"
M14.872,左側踝部及足部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, left ankle and foot"
M14.879,未明示側性踝部及足部歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, unspecified ankle and foot"
M14.88,脊椎歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, vertebrae"
M14.89,多處部位歸類於他處其他特定疾病所致之關節病變,"Arthropathies in other specified diseases classified elsewhere, multiple sites"
M15,多關節病症,Polyosteoarthritis
M15.0,原發性廣泛性(骨)關節炎,Primary generalized (osteo)arthritis
M15.1,Heberden氏結節(伴有關節病變),Heberden's nodes (with arthropathy)
M15.2,Bouchard氏結節(伴有關節病變),Bouchard's nodes (with arthropathy)
M15.3,續發性多重(發)性關節炎,Secondary multiple arthritis
M15.4,糜爛性(骨)關節炎,Erosive (osteo)arthritis
M15.8,其他多發性骨關節炎,Other polyosteoarthritis
M15.9,多發性骨關節炎,"Polyosteoarthritis, unspecified"
M16,髖部骨關節炎,Osteoarthritis of hip
M16.0,髖部原發性骨關節炎，雙側性,Bilateral primary osteoarthritis of hip
M16.1,髖部原發性骨關節炎，單側性,Unilateral primary osteoarthritis of hip
M16.10,未明示側性髖部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, unspecified hip"
M16.11,右側髖部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, right hip"
M16.12,左側髖部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, left hip"
M16.2,髖部發育不良所致的骨關節炎，雙側性,Bilateral osteoarthritis resulting from hip dysplasia
M16.3,髖部發育不良所致的骨關節炎，單側性,Unilateral osteoarthritis resulting from hip dysplasia
M16.30,未明示側性髖部發育不良所致的骨關節炎，單側性,"Unilateral osteoarthritis resulting from hip dysplasia, unspecified hip"
M16.31,右側髖部發育不良所致的骨關節炎，單側性,"Unilateral osteoarthritis resulting from hip dysplasia, right hip"
M16.32,左側髖部發育不良所致的骨關節炎，單側性,"Unilateral osteoarthritis resulting from hip dysplasia, left hip"
M16.4,髖部創傷後骨關節炎，雙側性,Bilateral post-traumatic osteoarthritis of hip
M16.5,髖部創傷後骨關節炎，單側性,Unilateral post-traumatic osteoarthritis of hip
M16.50,未明示側性髖部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, unspecified hip"
M16.51,右側髖部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, right hip"
M16.52,左側髖部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, left hip"
M16.6,髖部其他續發性骨關節炎，雙側性,Other bilateral secondary osteoarthritis of hip
M16.7,未明示側性髖部其他續發性骨關節炎，單側性,Other unilateral secondary osteoarthritis of hip
M16.9,髖部骨關節炎,"Osteoarthritis of hip, unspecified"
M17,膝部骨關節炎,Osteoarthritis of knee
M17.0,膝部原發性骨關節炎，雙側性,Bilateral primary osteoarthritis of knee
M17.1,膝部原發性骨關節炎，單側性,Unilateral primary osteoarthritis of knee
M17.10,未明示側性膝部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, unspecified knee"
M17.11,右側膝部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, right knee"
M17.12,左側膝部原發性骨關節炎，單側性,"Unilateral primary osteoarthritis, left knee"
M17.2,膝部創傷後骨關節炎，雙側性,Bilateral post-traumatic osteoarthritis of knee
M17.3,膝部創傷後骨關節炎，單側性,Unilateral post-traumatic osteoarthritis of knee
M17.30,未明示側性膝部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, unspecified knee"
M17.31,右側膝部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, right knee"
M17.32,左側膝部創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis, left knee"
M17.4,膝部其他續發性骨關節炎，雙側性,Other bilateral secondary osteoarthritis of knee
M17.5,膝部其他續發性骨關節炎，單側性,Other unilateral secondary osteoarthritis of knee
M17.9,膝部骨關節炎,"Osteoarthritis of knee, unspecified"
M18,第一腕掌關節骨關節炎,Osteoarthritis of first carpometacarpal joint
M18.0,第一腕掌關節原發性骨關節炎，雙側性,Bilateral primary osteoarthritis of first carpometacarpal joints
M18.1,第一腕掌關節原發性骨關節炎，單側性,Unilateral primary osteoarthritis of first carpometacarpal joint
M18.10,未明示側性手部第一腕掌關節原發性骨關節炎，單側性,"Unilateral primary osteoarthritis of first carpometacarpal joint, unspecified hand"
M18.11,右側手部第一腕掌關節原發性骨關節炎，單側性,"Unilateral primary osteoarthritis of first carpometacarpal joint, right hand"
M18.12,左側手部第一腕掌關節原發性骨關節炎，單側性,"Unilateral primary osteoarthritis of first carpometacarpal joint, left hand"
M18.2,第一腕掌關節創傷後骨關節炎，雙側性,Bilateral post-traumatic osteoarthritis of first carpometacarpal joints
M18.3,第一腕掌關節創傷後骨關節炎，單側性,Unilateral post-traumatic osteoarthritis of first carpometacarpal joint
M18.30,未明示側性手部第一腕掌關節創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, unspecified hand"
M18.31,右側手部第一腕掌關節創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, right hand"
M18.32,左側手部第一腕掌關節創傷後骨關節炎，單側性,"Unilateral post-traumatic osteoarthritis of first carpometacarpal joint, left hand"
M18.4,第一腕掌關節其他續發性骨關節炎，雙側性,Other bilateral secondary osteoarthritis of first carpometacarpal joints
M18.5,第一腕掌關節其他續發性骨關節炎，單側性,Other unilateral secondary osteoarthritis of first carpometacarpal joint
M18.50,未明示側性手部第一腕掌關節其他續發性骨關節炎，單側性,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, unspecified hand"
M18.51,右側手部第一腕掌關節其他續發性骨關節炎，單側性,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, right hand"
M18.52,左側手部第一腕掌關節其他續發性骨關節炎，單側性,"Other unilateral secondary osteoarthritis of first carpometacarpal joint, left hand"
M18.9,第一腕掌關節骨關節炎，未明示,"Osteoarthritis of first carpometacarpal joint, unspecified"
M19,其他及未明示之骨關節炎,Other and unspecified osteoarthritis
M19.0,原發性骨關節炎,Primary osteoarthritis of other joints
M19.01,肩部原發性骨關節炎,"Primary osteoarthritis, shoulder"
M19.011,右側肩部原發性骨關節炎,"Primary osteoarthritis, right shoulder"
M19.012,左側肩部原發性骨關節炎,"Primary osteoarthritis, left shoulder"
M19.019,未明示側性肩部原發性骨關節炎,"Primary osteoarthritis, unspecified shoulder"
M19.02,肘部原發性骨關節炎,"Primary osteoarthritis, elbow"
M19.021,右側肘部原發性骨關節炎,"Primary osteoarthritis, right elbow"
M19.022,左側肘部原發性骨關節炎,"Primary osteoarthritis, left elbow"
M19.029,未明示側性肘部原發性骨關節炎,"Primary osteoarthritis, unspecified elbow"
M19.03,腕部原發性骨關節炎,"Primary osteoarthritis, wrist"
M19.031,右側腕部原發性骨關節炎,"Primary osteoarthritis, right wrist"
M19.032,左側腕部原發性骨關節炎,"Primary osteoarthritis, left wrist"
M19.039,未明示側性腕部原發性骨關節炎,"Primary osteoarthritis, unspecified wrist"
M19.04,手部原發性骨關節炎,"Primary osteoarthritis, hand"
M19.041,右側手部原發性骨關節炎,"Primary osteoarthritis, right hand"
M19.042,左側手部原發性骨關節炎,"Primary osteoarthritis, left hand"
M19.049,未明示側性手部原發性骨關節炎,"Primary osteoarthritis, unspecified hand"
M19.07,踝部及足部原發性骨關節炎,Primary osteoarthritis ankle and foot
M19.071,右側踝部及足部原發性骨關節炎,"Primary osteoarthritis, right ankle and foot"
M19.072,左側踝部及足部原發性骨關節炎,"Primary osteoarthritis, left ankle and foot"
M19.079,未明示側性踝部及足部原發性骨關節炎,"Primary osteoarthritis, unspecified ankle and foot"
M19.09,其他明示部位原發性骨關節炎,"Primary osteoarthritis, other specified site"
M19.1,創傷後骨關節炎,Post-traumatic osteoarthritis of other joints
M19.11,肩部創傷後骨關節炎,"Post-traumatic osteoarthritis, shoulder"
M19.111,右側肩部創傷後骨關節炎,"Post-traumatic osteoarthritis, right shoulder"
M19.112,左側肩部創傷後骨關節炎,"Post-traumatic osteoarthritis, left shoulder"
